text,pinyin
零花錢,ling2 hua1 qian2
零距離,ling2 ju4 li2
零部件,ling2 bu4 jian4
零錢,ling2 qian2
零食,ling2 shi2
零點,ling2 dian3
雷,lei2
雷克薩斯,lei2 ke4 sa4 si1
雷同,lei2 tong2
雷神,lei2 shen2
雷諾,lei2 nuo4
雷達,lei2 da2
雷鋒,lei2 feng1
雷雨,lei2 yu3
雷電,lei2 dian4
雷霆,lei2 ting2
雹,bao2
電,dian4
電信,dian4 xin4
電價,dian4 jia4
電力,dian4 li4
電動,dian4 dong4
電動機,dian4 dong4 ji1
電動牙刷,dian4 dong4 ya2 shua1
電動車,dian4 dong4 che1
電化學,dian4 hua4 xue2
電吉他,dian4 ji2 ta1
電商,dian4 shang1
電器,dian4 qi4
電報,dian4 bao4
電場,dian4 chang3
電壓,dian4 ya1
電子,dian4 zi3
電子商務,dian4 zi3 shang1 wu4
電子書,dian4 zi3 shu1
電子煙,dian4 zi3 yan1
電子版,dian4 zi3 ban3
電子琴,dian4 zi3 qin2
電子競技,dian4 zi3 jing4 ji4
電子遊戲,dian4 zi3 you2 xi4
電子郵件,dian4 zi3 you2 jian4
電子郵箱,dian4 zi3 you2 xiang1
電容,dian4 rong2
電容器,dian4 rong2 qi4
電工,dian4 gong1
電廠,dian4 chang3
電影,dian4 ying3
電影票,dian4 ying3 piao4
電影節,dian4 ying3 jie2
電影院,dian4 ying3 yuan4
電感,dian4 gan3
電擊,dian4 ji1
電梯,dian4 ti1
電極,dian4 ji2
電機,dian4 ji1
電氣,dian4 qi4
電氣工程,dian4 qi4 gong1 cheng2
電池,dian4 chi2
電波,dian4 bo1
電流,dian4 liu2
電源,dian4 yuan2
電源線,dian4 yuan2 xian4
電熱,dian4 re4
電玩,dian4 wan2
電瓶,dian4 ping2
電磁,dian4 ci2
電磁場,dian4 ci2 chang3
電磁波,dian4 ci2 bo1
電磁爐,dian4 ci2 lu2
電站,dian4 zhan4
電競,dian4 jing4
電網,dian4 wang3
電線,dian4 xian4
電纜,dian4 lan3
電能,dian4 neng2
電腦,dian4 nao3
電荷,dian4 he4
電視,dian4 shi4
電視劇,dian4 shi4 ju4
電視台,dian4 shi4 tai2
電視機,dian4 shi4 ji1
電視節目,dian4 shi4 jie2 mu4
電解,dian4 jie3
電訊,dian4 xun4
電話,dian4 hua4
電話卡,dian4 hua4 ka3
電話機,dian4 hua4 ji1
電話線,dian4 hua4 xian4
電路,dian4 lu4
電車,dian4 che1
電郵,dian4 you2
電量,dian4 liang4
電鍍,dian4 du4
電阻,dian4 zu3
電音,dian4 yin1
電風扇,dian4 feng1 shan4
電飯煲,dian4 fan4 bao1
電驢,dian4 lü2
需,xu1
需求,xu1 qiu2
需要,xu1 yao4
霂,mu4
霄,xiao1
霅,zha2
霆,ting2
震,zhen4
震動,zhen4 dong4
震懾,zhen4 she4
震撼,zhen4 han4
震盪,zhen4 dang4
震蕩,zhen4 dang4
震驚,zhen4 jing1
霈,pei4
霉,mei2
霍,huo4
霍布斯,huo4 bu4 si1
霍爾,huo4 er3
霍華德,huo4 hua2 de2
霍金,huo4 jin1
霎,sha4
霏,fei1
霑,zhan1
霒,yin1
霓,ni2
霖,lin2
霙,ying1
霛,ling2
霜,shuang1
霝,ling2
霞,xia2
霢,mai4
霣,yun3
霤,liu4
霧,wu4
霧氣,wu4 qi4
霧霾,wu4 mai2
霨,wei4
霩,kuo4
霪,yin2
霫,xi2
霮,dan4
霰,xian4
露,lu4
露出,lu4 chu1
露天,lu4 tian1
露營,lu4 ying2
露臉,lou4 lian3
露西,lu4 xi1
露面,lou4 mian4
露點,lou4 dian3
霸,ba4
霸主,ba4 zhu3
霸佔,ba4 zhan4
霸權,ba4 quan2
霸氣,ba4 qi4
霸王,ba4 wang2
霸王別姬,ba4 wang2 bie2 ji1
霸道,ba4 dao4
霹,pi1
霹靂,pi1 li4
霺,wei1
霽,ji4
霾,mai2
靁,lei2
靂,li4
靄,ai3
靆,dai4
靈,ling2
靈光,ling2 guang1
靈動,ling2 dong4
靈山,ling2 shan1
靈巧,ling2 qiao3
靈性,ling2 xing4
靈感,ling2 gan3
靈敏,ling2 min3
靈敏度,ling2 min3 du4
靈氣,ling2 qi4
靈活,ling2 huo2
靈活性,ling2 huo2 xing4
靈異,ling2 yi4
靈芝,ling2 zhi1
靈通,ling2 tong1
靈魂,ling2 hun2
靉,ai4
靐,bing4
靑,qing1
青,qing1
青天,qing1 tian1
青少年,qing1 shao4 nian2
青山,qing1 shan1
青島,qing1 dao3
青島市,qing1 dao3 shi4
青年,qing1 nian2
青年人,qing1 nian2 ren2
青旅,qing1 lü3
青春,qing1 chun1
青春期,qing1 chun1 qi1
青春痘,qing1 chun1 dou4
青梅竹馬,qing1 mei2 zhu2 ma3
青椒,qing1 jiao1
青浦,qing1 pu3
青海,qing1 hai3
青海省,qing1 hai3 sheng3
青澀,qing1 se4
青睞,qing1 lai4
青色,qing1 se4
青草,qing1 cao3
青菜,qing1 cai4
青藏鐵路,qing1 zang4 tie3 lu4
青藏高原,qing1 zang4 gao1 yuan2
青蛙,qing1 wa1
青銅,qing1 tong2
青銅器,qing1 tong2 qi4
青雲,qing1 yun2
青龍,qing1 long2
靖,jing4
靚,liang4
靚女,liang4 nü3
靚麗,liang4 li4
靛,dian4
靜,jing4
靜坐,jing4 zuo4
靜心,jing4 xin1
靜悄悄,jing4 qiao1 qiao1
靜態,jing4 tai4
靜止,jing4 zhi3
靜脈,jing4 mai4
靜謐,jing4 mi4
靜電,jing4 dian4
靜音,jing4 yin1
靜默,jing4 mo4
靝,tian1
非,fei1
非主流,fei1 zhu3 liu2
非但,fei1 dan4
非典,fei1 dian3
非凡,fei1 fan2
非常,fei1 chang2
非常多,fei1 chang2 duo1
非常感謝,fei1 chang2 gan3 xie4
非得,fei1 dei3
非正常,fei1 zheng4 chang2
非法,fei1 fa3
非洲,fei1 zhou1
非禮,fei1 li3
非線性,fei1 xian4 xing4
非要,fei1 yao4
非議,fei1 yi4
靠,kao4
靠攏,kao4 long3
靠譜,kao4 pu3
靠近,kao4 jin4
靡,mi3
面,mian4
面世,mian4 shi4
面值,mian4 zhi2
面具,mian4 ju4
面前,mian4 qian2
面向,mian4 xiang4
面子,mian4 zi5
面孔,mian4 kong3
面容,mian4 rong2
面對,mian4 dui4
面對面,mian4 dui4 mian4
面料,mian4 liao4
面板,mian4 ban3
面目,mian4 mu4
面積,mian4 ji1
面紗,mian4 sha1
面膜,mian4 mo2
面臨,mian4 lin2
面色,mian4 se4
面試,mian4 shi4
面試官,mian4 shi4 guan1
面談,mian4 tan2
面議,mian4 yi4
面貌,mian4 mao4
面部,mian4 bu4
面霜,mian4 shuang1
面面俱到,mian4 mian4 ju4 dao4
靣,mian4
靦,mian3
靦腆,mian3 tian3
靨,ye4
革,ge2
革命,ge2 ming4
革命性,ge2 ming4 xing4
革新,ge2 xin1
靪,ding1
靬,jian1
靭,ren4
靮,di2
靰,wu4
靱,ren4
靲,qin2
靳,jin4
靴,xue1
靴子,xue1 zi5
靶,ba3
靶子,ba3 zi5
靷,yin3
靸,sa3
靺,mo4
靼,da2
靿,yao4
鞀,tao2
鞁,bei4
鞃,hong2
鞄,pao2
鞅,yang1
鞇,yin1
鞉,tao2
鞋,xie2
鞋子,xie2 zi5
鞋底,xie2 di3
鞌,an1
鞍,an1
鞍山,an1 shan1
鞏,gong3
鞏俐,gong3 li4
鞏固,gong3 gu4
鞗,tiao2
鞘,qiao4
鞙,xuan4
鞚,kong4
鞝,zhang3
鞞,bing3
鞠,ju1
鞠躬,ju1 gong1
鞡,la5
鞣,rou2
鞥,eng1
鞦,qiu1
鞦韆,qiu1 qian1
鞧,qiu1
鞨,he2
鞫,ju1
鞬,jian1
鞭,bian1
鞭子,bian1 zi5
鞭炮,bian1 pao4
鞮,di1
鞴,bei4
鞵,xie2
鞶,pan2
鞹,kuo4
鞽,qiao2
鞾,xue1
鞿,ji1
韀,jian1
韁,jiang1
韂,chan4
韃,da2
韅,xian3
韆,qian1
韈,wa4
韉,jian1
韋,wei2
韋伯,wei2 bo2
韋德,wei2 de2
韌,ren4
韌帶,ren4 dai4
韌性,ren4 xing4
韍,fu2
韎,mei4
韓,han2
韓信,han2 xin4
韓國,han2 guo2
韓國人,han2 guo2 ren2
韓寒,han2 han2
韓文,han2 wen2
韓語,han2 yu3
韔,chang4
韖,rou2
韘,she4
韙,wei3
韛,bai4
韜,tao1
韝,gou1
韞,yun4
韡,wei3
韣,du2
韤,wa4
韭,jiu3
韭菜,jiu3 cai4
韮,jiu3
韱,xian1
音,yin1
音像,yin1 xiang4
音域,yin1 yu4
音效,yin1 xiao4
音樂,yin1 yue4
音樂劇,yin1 yue4 ju4
音樂學院,yin1 yue4 xue2 yuan4
音樂家,yin1 yue4 jia1
音樂會,yin1 yue4 hui4
音樂盒,yin1 yue4 he2
音樂節,yin1 yue4 jie2
音標,yin1 biao1
音程,yin1 cheng2
音符,yin1 fu2
音箱,yin1 xiang1
音節,yin1 jie2
音色,yin1 se4
音視頻,yin1 shi4 pin2
音調,yin1 diao4
音譯,yin1 yi4
音質,yin1 zhi4
音速,yin1 su4
音量,yin1 liang4
音階,yin1 jie1
音響,yin1 xiang3
音頻,yin1 pin2
音高,yin1 gao1
韶,shao2
韶關,shao2 guan1
韹,huang2
韺,ying1
韻,yun4
韻味,yun4 wei4
響,xiang3
響亮,xiang3 liang4
響度,xiang3 du4
響應,xiang3 ying4
響聲,xiang3 sheng1
響起,xiang3 qi3
頀,hu4
頁,ye4
頁碼,ye4 ma3
頁面,ye4 mian4
頂,ding3
頂上,ding3 shang4
頂住,ding3 zhu4
頂多,ding3 duo1
頂尖,ding3 jian1
頂層,ding3 ceng2
頂峰,ding3 feng1
頂替,ding3 ti4
頂樓,ding3 lou2
頂流,ding3 liu2
頂端,ding3 duan1
頂級,ding3 ji2
頂部,ding3 bu4
頂配,ding3 pei4
頂點,ding3 dian3
頃,qing3
頄,qiu2
項,xiang4
項目,xiang4 mu4
項目管理,xiang4 mu4 guan3 li3
項羽,xiang4 yu3
順,shun4
順位,shun4 wei4
順便,shun4 bian4
順其自然,shun4 qi2 zi4 ran2
順利,shun4 li4
順勢,shun4 shi4
順差,shun4 cha1
順帶,shun4 dai4
順序,shun4 xu4
順從,shun4 cong2
順德,shun4 de2
順心,shun4 xin1
順應,shun4 ying4
順手,shun4 shou3
順暢,shun4 chang4
順滑,shun4 hua2
順理成章,shun4 li3 cheng2 zhang1
順眼,shun4 yan3
順義,shun4 yi4
順路,shun4 lu4
順風,shun4 feng1
頇,han1
須,xu1
須知,xu1 zhi1
頊,xu1
頌,song4
頍,kui3
頎,qi2
頏,hang2
預,yu4
預付,yu4 fu4
預估,yu4 gu1
預備,yu4 bei4
預先,yu4 xian1
預判,yu4 pan4
預告,yu4 gao4
預告片,yu4 gao4 pian4
預售,yu4 shou4
預報,yu4 bao4
預定,yu4 ding4
預後,yu4 hou4
預想,yu4 xiang3
預感,yu4 gan3
預料,yu4 liao4
預期,yu4 qi1
預案,yu4 an4
預測,yu4 ce4
預熱,yu4 re4
預留,yu4 liu2
預知,yu4 zhi1
預示,yu4 shi4
預祝,yu4 zhu4
預科,yu4 ke1
預算,yu4 suan4
預約,yu4 yue1
預習,yu4 xi2
預處理,yu4 chu3 li3
預裝,yu4 zhuang1
預見,yu4 jian4
預覽,yu4 lan3
預言,yu4 yan2
預言家,yu4 yan2 jia1
預訂,yu4 ding4
預計,yu4 ji4
預設,yu4 she4
預謀,yu4 mou2
預警,yu4 jing3
預賽,yu4 sai4
預防,yu4 fang2
頑,wan2
頑固,wan2 gu4
頑強,wan2 qiang2
頑皮,wan2 pi2
頒,ban1
頒布,ban1 bu4
頒獎,ban1 jiang3
頒發,ban1 fa1
頓,dun4
頓悟,dun4 wu4
頓時,dun4 shi2
頔,di2
頖,pan4
頗,po1
頗具,po1 ju4
頗多,po1 duo1
頗為,po1 wei2
領,ling3
領主,ling3 zhu3
領事,ling3 shi4
領事館,ling3 shi4 guan3
領先,ling3 xian1
領到,ling3 dao4
領取,ling3 qu3
領土,ling3 tu3
領地,ling3 di4
領域,ling3 yu4
領導,ling3 dao3
領導人,ling3 dao3 ren2
領導力,ling3 dao3 li4
領導小組,ling3 dao3 xiao3 zu3
領導班子,ling3 dao3 ban1 zi5
領導者,ling3 dao3 zhe3
領帶,ling3 dai4
領悟,ling3 wu4
領會,ling3 hui4
領獎,ling3 jiang3
領略,ling3 lüe4
領英,ling3 ying1
領袖,ling3 xiu4
領跑,ling3 pao3
領軍,ling3 jun1
領銜,ling3 xian2
領隊,ling3 dui4
領頭,ling3 tou2
領養,ling3 yang3
頚,jing3
頜,he2
頞,e4
頟,e2
頠,wei3
頡,jie2
頤,yi2
頤和園,yi2 he2 yuan2
頦,ke1
頫,fu3
頬,jia2
頭,tou2
頭上,tou2 shang4
頭像,tou2 xiang4
頭大,tou2 da4
頭寸,tou2 cun4
頭暈,tou2 yun1
頭枕,tou2 zhen3
頭條,tou2 tiao2
頭版,tou2 ban3
頭球,tou2 qiu2
頭疼,tou2 teng2
頭痛,tou2 tong4
頭皮,tou2 pi2
頭盔,tou2 kui1
頭目,tou2 mu4
頭緒,tou2 xu4
頭腦,tou2 nao3
頭號,tou2 hao4
頭部,tou2 bu4
頭銜,tou2 xian2
頭頂,tou2 ding3
頭頭,tou2 tou2
頭顱,tou2 lu2
頭骨,tou2 gu3
頭髮,tou2 fa5
頯,kui2
頰,jia2
頲,ting3
頳,cheng1
頴,ying3
頷,han4
頸,jing3
頸椎,jing3 zhui1
頸椎病,jing3 zhui1 bing4
頸部,jing3 bu4
頹,tui2
頹廢,tui2 fei4
頻,pin2
頻次,pin2 ci4
頻段,pin2 duan4
頻率,pin2 lü4
頻發,pin2 fa1
頻繁,pin2 fan2
頻譜,pin2 pu3
頻道,pin2 dao4
頻頻,pin2 pin2
頼,lai4
頽,tui2
顆,ke1
顆粒,ke1 li4
顇,cui4
顋,sai1
題,ti2
題外話,ti2 wai4 hua4
題庫,ti2 ku4
題材,ti2 cai2
題目,ti2 mu4
額,e2
額外,e2 wai4
額定,e2 ding4
額度,e2 du4
額頭,e2 tou2
顎,e4
顏,yan2
顏值,yan2 zhi2
顏料,yan2 liao4
顏色,yan2 se4
顑,kan3
顒,yong2
顓,zhuan1
顗,yi3
願,yuan4
願意,yuan4 yi4
願景,yuan4 jing3
願望,yuan4 wang4
顙,sang3
顚,dian1
顛,dian1
顛倒,dian1 dao3
顛簸,dian1 bo3
顛覆,dian1 fu4
顜,jiang3
類,lei4
類似,lei4 si4
類別,lei4 bie2
類型,lei4 xing2
類比,lei4 bi3
類目,lei4 mu4
顢,man1
顣,qi1
顥,hao4
顦,qiao2
顧,gu4
顧不上,gu4 bu5 shang4
顧及,gu4 ji2
顧名思義,gu4 ming2 si1 yi4
顧問,gu4 wen4
顧客,gu4 ke4
顧家,gu4 jia1
顧忌,gu4 ji4
顧慮,gu4 lü4
顫,chan4
顫動,chan4 dong4
顫抖,chan4 dou3
顬,ru2
顯,xian3
顯出,xian3 chu1
顯卡,xian3 ka3
顯存,xian3 cun2
顯得,xian3 de5
顯微,xian3 wei1
顯微鏡,xian3 wei1 jing4
顯擺,xian3 bai5
顯然,xian3 ran2
顯現,xian3 xian4
顯眼,xian3 yan3
顯示,xian3 shi4
顯示器,xian3 shi4 qi4
顯示屏,xian3 shi4 ping2
顯而易見,xian3 er2 yi4 jian4
顯著,xian3 zhu4
顯赫,xian3 he4
顯露,xian3 lu4
顰,pin2
顱,lu2
顳,nie4
顴,quan2
風,feng1
風俗,feng1 su2
風光,feng1 guang1
風力,feng1 li4
風口,feng1 kou3
風向,feng1 xiang4
風向標,feng1 xiang4 biao1
風味,feng1 wei4
風塵,feng1 chen2
風尚,feng1 shang4
風度,feng1 du4
風情,feng1 qing2
風扇,feng1 shan4
風投,feng1 tou2
風控,feng1 kong4
風景,feng1 jing3
風暴,feng1 bao4
風月,feng1 yue4
風格,feng1 ge2
風機,feng1 ji1
風氣,feng1 qi4
風水,feng1 shui3
風沙,feng1 sha1
風波,feng1 bo1
風流,feng1 liu2
風浪,feng1 lang4
風潮,feng1 chao2
風濕,feng1 shi1
風生水起,feng1 sheng1 shui3 qi3
風箏,feng1 zheng5
風範,feng1 fan4
風聲,feng1 sheng1
風花雪月,feng1 hua1 xue3 yue4
風華,feng1 hua2
風行,feng1 xing2
風衣,feng1 yi1
風評,feng1 ping2
風貌,feng1 mao4
風趣,feng1 qu4
風車,feng1 che1
風速,feng1 su4
風采,feng1 cai3
風鈴,feng1 ling2
風險,feng1 xian3
風險投資,feng1 xian3 tou2 zi1
風險管理,feng1 xian3 guan3 li3
風雅,feng1 ya3
風雨,feng1 yu3
風雪,feng1 xue3
風雲,feng1 yun2
風電,feng1 dian4
風靡,feng1 mi3
風韻,feng1 yun4
風頭,feng1 tou2
風風雨雨,feng1 feng1 yu3 yu3
風騷,feng1 sao1
颭,zhan3
颮,biao1
颯,sa4
颱,tai2
颱風,tai2 feng1
颳,gua1
颶,ju4
颶風,ju4 feng1
颸,si1
颺,yang2
颻,yao2
颼,sou1
颽,kai3
颾,sao1
颿,fan1
飀,liu2
飂,liao2
飃,piao1
飄,piao1
飄忽,piao1 hu1
飄揚,piao1 yang2
飄渺,piao1 miao3
飄落,piao1 luo4
飄逸,piao1 yi4
飄零,piao1 ling2
飄飄,piao1 piao1
飄香,piao1 xiang1
飆,biao1
飆升,biao1 sheng1
飈,biao1
飌,feng1
飛,fei1
飛出,fei1 chu1
飛刀,fei1 dao1
飛利浦,fei1 li4 pu3
飛天,fei1 tian1
飛奔,fei1 ben1
飛快,fei1 kuai4
飛揚,fei1 yang2
飛機,fei1 ji1
飛機票,fei1 ji1 piao4
飛碟,fei1 die2
飛翔,fei1 xiang2
飛舞,fei1 wu3
飛船,fei1 chuan2
飛行,fei1 xing2
飛行員,fei1 xing2 yuan2
飛行器,fei1 xing2 qi4
飛越,fei1 yue4
飛躍,fei1 yue4
飛車,fei1 che1
飛輪,fei1 lun2
飛輪海,fei1 lun2 hai3
飛速,fei1 su4
飛過,fei1 guo4
飛馳,fei1 chi2
飛鳥,fei1 niao3
飛龍,fei1 long2
飜,fan1
食,shi2
食品,shi2 pin3
食堂,shi2 tang2
食客,shi2 ke4
食宿,shi2 su4
食慾,shi2 yu4
食指,shi2 zhi3
食材,shi2 cai2
食物,shi2 wu4
食物中毒,shi2 wu4 zhong4 du2
食用,shi2 yong4
食用油,shi2 yong4 you2
食療,shi2 liao2
食管,shi2 guan3
食譜,shi2 pu3
食鹽,shi2 yan2
飠,shi2
飡,can1
飢,ji1
飢渴,ji1 ke3
飢餓,ji1 e4
飣,ding4
飤,si4
飥,tuo1
飧,sun1
飩,tun2
飪,ren4
飫,yu4
飬,juan4
飭,chi4
飮,yin3
飯,fan4
飯圈,fan4 quan1
飯堂,fan4 tang2
飯局,fan4 ju2
飯店,fan4 dian4
飯桌,fan4 zhuo1
飯盒,fan4 he2
飯碗,fan4 wan3
飯菜,fan4 cai4
飯館,fan4 guan3
飰,fan4
飱,sun1
飲,yin3
飲品,yin3 pin3
飲料,yin3 liao4
飲水,yin3 shui3
飲水機,yin3 shui3 ji1
飲用,yin3 yong4
飲用水,yin3 yong4 shui3
飲茶,yin3 cha2
飲酒,yin3 jiu3
飲食,yin3 shi2
飴,yi2
飶,bi4
飼,si4
飼料,si4 liao4
飼養,si4 yang3
飽,bao3
飽受,bao3 shou4
飽含,bao3 han2
飽和,bao3 he2
飽滿,bao3 man3
飾,shi4
飾品,shi4 pin3
飾演,shi4 yan3
飾物,shi4 wu4
飿,duo4
餀,hai4
餁,ren4
餂,tian3
餃,jiao3
餃子,jiao3 zi5
餄,he2
餅,bing3
餅乾,bing3 gan1
餇,tong2
餈,ci2
餉,xiang3
養,yang3
養分,yang3 fen4
養成,yang3 cheng2
養殖,yang3 zhi2
養殖場,yang3 zhi2 chang3
養殖業,yang3 zhi2 ye4
養活,yang3 huo5
養生,yang3 sheng1
養眼,yang3 yan3
養老,yang3 lao3
養老保險,yang3 lao3 bao3 xian3
養老金,yang3 lao3 jin1
養老院,yang3 lao3 yuan4
養育,yang3 yu4
養護,yang3 hu4
養路費,yang3 lu4 fei4
養顏,yang3 yan2
餋,juan4
餌,er3
餎,ge1
餐,can1
餐具,can1 ju4
餐廳,can1 ting1
餐桌,can1 zhuo1
餐飲,can1 yin3
餐飲業,can1 yin3 ye4
餐館,can1 guan3
餑,bo1
餒,nei3
餓,e4
餓死,e4 si3
餔,bu4
餕,jun4
餖,dou4
餗,su4
餘,yu2
餘下,yu2 xia4
餘光,yu2 guang1
餘地,yu2 di4
餘姚,yu2 yao2
餘年,yu2 nian2
餘生,yu2 sheng1
餘震,yu2 zhen4
餘額,yu2 e2
餚,yao2
餛,hun2
餛飩,hun2 tun5
餜,guo3
餞,jian4
餟,zhui4
餠,bing3
餡,xian4
餡餅,xian4 bing3
餤,tan2
餧,wei4
館,guan3
館藏,guan3 cang2
餩,e4
餪,nuan3
餫,hun2
餬,hu2
餮,tie4
餯,hui4
餱,hou2
餲,ai4
餳,xing2
餵,wei4
餵奶,wei4 nai3
餵養,wei4 yang3
餶,gu3
餷,zha5
餸,song4
餹,tang2
餺,bo2
餻,gao1
餼,xi4
餽,kui4
餾,liu2
餿,sou1
饁,ye4
饃,mo2
饄,tang2
饅,man2
饅頭,man2 tou5
饇,yu4
饈,xiu1
饉,jin3
饊,san3
饋,kui4
饌,zhuan4
饍,shan4
饎,chi4
饐,yi4
饑,ji1
饑荒,ji1 huang1
饒,rao2
饔,yong1
饕,tao1
饗,xiang3
饘,zhan1
饙,fen1
饜,yan4
饝,mo2
饞,chan2
饟,xiang3
饢,nang2
首,shou3
首付,shou3 fu4
首位,shou3 wei4
首例,shou3 li4
首先,shou3 xian1
首創,shou3 chuang4
首家,shou3 jia1
首富,shou3 fu4
首屆,shou3 jie4
首席,shou3 xi2
首府,shou3 fu3
首度,shou3 du4
首批,shou3 pi1
首推,shou3 tui1
首映,shou3 ying4
首次,shou3 ci4
首款,shou3 kuan3
首爾,shou3 er3
首當其衝,shou3 dang1 qi2 chong1
首發,shou3 fa1
首相,shou3 xiang4
首腦,shou3 nao3
首要,shou3 yao4
首輪,shou3 lun2
首選,shou3 xuan3
首都,shou3 du1
首都機場,shou3 du1 ji1 chang3
首長,shou3 zhang3
首頁,shou3 ye4
首領,shou3 ling3
首飾,shou3 shi4
馗,kui2
馘,guo2
香,xiang1
香味,xiang1 wei4
香料,xiang1 liao4
香格里拉,xiang1 ge2 li3 la1
香檳,xiang1 bin1
香氣,xiang1 qi4
香水,xiang1 shui3
香港,xiang1 gang3
香港人,xiang1 gang3 ren2
香港大學,xiang1 gang3 da4 xue2
香煙,xiang1 yan1
香甜,xiang1 tian2
香皂,xiang1 zao4
香精,xiang1 jing1
香腸,xiang1 chang2
香花,xiang1 hua1
香草,xiang1 cao3
香菇,xiang1 gu1
香菜,xiang1 cai4
香蕉,xiang1 jiao1
馝,bi4
馡,fei1
馣,yan3
馥,fu4
馨,xin1
馬,ma3
馬丁,ma3 ding1
馬上,ma3 shang4
馬來,ma3 lai2
馬來西亞,ma3 lai2 xi1 ya4
馬克,ma3 ke4
馬克思,ma3 ke4 si1
馬刺,ma3 ci4
馬力,ma3 li4
馬化騰,ma3 hua4 teng2
馬尾,ma3 wei3
馬屁,ma3 pi4
馬德里,ma3 de2 li3
馬拉多納,ma3 la1 duo1 na4
馬拉松,ma3 la1 song1
馬桶,ma3 tong3
馬甲,ma3 jia3
馬自達,ma3 zi4 da2
馬英九,ma3 ying1 jiu3
馬虎,ma3 hu5
馬賽克,ma3 sai4 ke4
馬超,ma3 chao1
馬路,ma3 lu4
馬蹄,ma3 ti2
馬車,ma3 che1
馬達,ma3 da2
馬里奧,ma3 li3 ao4
馬鈴薯,ma3 ling2 shu3
馬雲,ma3 yun2
馬鞍山,ma3 an1 shan1
馬馬虎虎,ma3 ma5 hu1 hu1
馬龍,ma3 long2
馭,yu4
馮,ping2
馯,han4
馱,tuo2
馲,tuo1
馳,chi2
馳騁,chi2 cheng3
馴,xun4
馴化,xun4 hua4
馵,zhu4
馹,ri4
馿,lü2
駁,bo2
駁回,bo2 hui2
駃,jue2
駈,qu1
駉,jiong1
駋,zhao1
駐,zhu4
駐地,zhu4 di4
駐紮,zhu4 zha1
駐足,zhu4 zu2
駑,nu2
駒,ju1
駒子,ju1 zi5
駓,pi1
駔,zang3
駕,jia4
駕校,jia4 xiao4
駕照,jia4 zhao4
駕車,jia4 che1
駕馭,jia4 yu4
駕駛,jia4 shi3
駕駛員,jia4 shi3 yuan2
駕駛證,jia4 shi3 zheng4
駗,zhen1
駘,tai2
駙,fu4
駛,shi3
駜,bi4
駝,tuo2
駝背,tuo2 bei4
駞,tuo2
駟,si4
駠,liu2
駡,ma4
駢,pian2
駪,shen1
駬,er3
駭,hai4
駮,bo2
駯,zhu1
駰,yin1
駱,luo4
駱駝,luo4 tuo5
駴,xie4
駵,liu2
駸,qin1
駹,mang2
駻,han4
駼,tu2
駽,xuan4
駾,tui4
駿,jun4
騁,cheng3
騂,xing1
騃,ai2
騄,lu4
騅,zhui1
騆,zhou1
騇,she4
騉,kun1
騊,tao2
騋,lai2
騌,zong1
騍,ke4
騎,qi2
騎兵,qi2 bing1
騎士,qi2 shi4
騎手,qi2 shou3
騎行,qi2 xing2
騎車,qi2 che1
騎馬,qi2 ma3
騏,qi2
騐,yan4
騑,fei1
騕,yao3
騖,wu4
騗,pian4
騘,cong1
騙,pian4
騙人,pian4 ren2
騙取,pian4 qu3
騙子,pian4 zi5
騙局,pian4 ju2
騙術,pian4 shu4
騠,ti2
騢,xia2
騣,zong1
騤,kui2
騧,gua1
騫,qian1
騭,zhi4
騮,liu2
騰,teng2
騰出,teng2 chu1
騰訊,teng2 xun4
騰飛,teng2 fei1
騱,xi2
騵,yuan2
騶,zou1
騷,sao1
騷亂,sao1 luan4
騷動,sao1 dong4
騷擾,sao1 rao3
騸,shan4
騺,zhi4
騾,luo2
驀,mo4
驁,ao4
驂,can1
驃,piao4
驄,cong1
驅,qu1
驅使,qu1 shi3
驅動,qu1 dong4
驅動力,qu1 dong4 li4
驅動器,qu1 dong4 qi4
驅動程序,qu1 dong4 cheng2 xu4
驅散,qu1 san4
驅蚊,qu1 wen2
驅車,qu1 che1
驅逐,qu1 zhu2
驆,bi4
驈,yu4
驊,hua2
驌,su4
驍,xiao1
驎,lin2
驏,chan3
驒,tuo2
驔,dian4
驕,jiao1
驕傲,jiao1 ao4
驖,tie3
驗,yan4
驗收,yan4 shou1
驗證,yan4 zheng4
驗證碼,yan4 zheng4 ma3
驗貨,yan4 huo4
驘,luo2
驙,zhan1
驚,jing1
驚人,jing1 ren2
驚動,jing1 dong4
驚呆,jing1 dai1
驚呼,jing1 hu1
驚喜,jing1 xi3
驚嘆,jing1 tan4
驚嚇,jing1 xia4
驚天動地,jing1 tian1 dong4 di4
驚奇,jing1 qi2
驚心動魄,jing1 xin1 dong4 po4
驚恐,jing1 kong3
驚悚,jing1 song3
驚慌,jing1 huang1
驚為天人,jing1 wei2 tian1 ren2
驚現,jing1 xian4
驚異,jing1 yi4
驚訝,jing1 ya4
驚詫,jing1 cha4
驚豔,jing1 yan4
驚醒,jing1 xing3
驚險,jing1 xian3
驚魂,jing1 hun2
驛,yi4
驛站,yi4 zhan4
驟,zhou4
驟然,zhou4 ran2
驢,lü2
驢友,lü2 you3
驢子,lü2 zi5
驤,xiang1
驥,ji4
驦,shuang1
驩,huan1
驪,li2
驫,biao1
骨,gu3
骨幹,gu3 gan4
骨折,gu3 zhe2
骨架,gu3 jia4
骨灰,gu3 hui1
骨盆,gu3 pen2
