# Mandarin Pinyin dictionary derived from CC-CEDICT (CC BY-SA 4.0)
# Toneless continuous keys; u: and ü are normalized to v.
# Noncanonical readings and non-Han headwords are excluded before shipping.
# Source URL: https://cc-cedict.org/editor/editor_export_cedict.php?c=gz
# Source date: 2026-07-12T16:23:25Z
# Source SHA-256: 90e2881776366f606171a977a1f54786196f428ba604c728a279d4aaff7223a8
# CC-CEDICT format: version=1; subversion=0
# Fallback frequency: single character=0.3000; two-character word=0.2500; multi-character phrase=0.2000.
# Canonical persisted override: mao->貓=1.0000.
# Runtime budgets: rows<=130000; bytes<=4194304; fanout<=256; key_length<=72.
pinyin,chinese,freq
wudongyuzhong,無動於衷,0.2521
wudongyuzhong,無動於中,0.2000
wudougui,五斗櫃,0.2000
wudoumidao,五斗米道,0.2000
wudu,五度,0.2616
wudu,無毒,0.2514
wudu,巫毒,0.2500
wudu,武都,0.2500
wudu,無度,0.2500
wudu,誤讀,0.2500
wudu,霧都,0.2500
wuduan,無端,0.2560
wuduan,武斷,0.2500
wuduanduan,無端端,0.2000
wuduanshencai,五短身材,0.2000
wudubuzhangfu,無毒不丈夫,0.2000
wudujiao,巫毒教,0.2000
wuduqu,武都區,0.2000
wudushi,武都市,0.2000
wuduyouou,無獨有偶,0.2000
wuebuzuo,無惡不作,0.2000
wuer,烏爾,0.2500
wuerduyu,烏爾都語,0.2000
wuerge,烏爾格,0.2000
wuergenqi,烏爾根奇,0.2000
wuerhe,烏爾禾,0.2000
wuerhequ,烏爾禾區,0.2000
wuerkaixi,吾爾開希,0.2000
wuermu,烏爾姆,0.2000
wufa,無法,0.7297
wufakeshi,無法可施,0.2000
wufan,午飯,0.3094
wufan,蕪繁,0.2500
wufang,五方,0.2500
wufang,無妨,0.2489
wufanguo,烏飯果,0.2000
wufawutian,無法無天,0.2000
wufei,無非,0.3534
wufeng,無縫,0.2725
wufeng,五峰,0.2500
wufengbuqilang,無風不起浪,0.2000
wufengjiegui,無縫接軌,0.2000
wufenglianjie,無縫連接,0.2000
wufengsanchilang,無風三尺浪,0.2000
wufengtujiazuzizhixian,五峰土家族自治縣,0.2000
wufengxian,五峰縣,0.2000
wufenmeijin,五分美金,0.2000
wufenshu,五分熟,0.2000
wufenzhiyi,五分之一,0.2000
wufuhao,無符號,0.2000
wufulinmen,五福臨門,0.2000
wufuxiaoshou,無福消受,0.2000
wufuzhi,無麩質,0.2000
wufuzhiyinshi,無麩質飲食,0.2000
wugan,無感,0.2805
wugan,無干,0.2500
wuganda,烏干達,0.2000
wugang,武岡,0.2500
wugang,舞鋼,0.2500
wugangquan,無鋼圈,0.2000
wugangshi,武岡市,0.2000
wugangshi,舞鋼市,0.2000
wugao,誣告,0.2500
wugecheng,吳哥城,0.2000
wugeku,吳哥窟,0.2000
wugeng,五更,0.2500
wugeyouzhu,物各有主,0.2000
wugong,武功,0.3888
wugong,仵工,0.2500
wugong,蜈蚣,0.2500
wugong,誤工,0.2500
wugong,務工,0.2497
wugongbushoulu,無功不受祿,0.2000
wugongerfan,無功而返,0.2000
wugongshan,武功山,0.2000
wugongshoulu,無功受祿,0.2000
wugongxian,武功縣,0.2000
wugou,污垢,0.2619
wugou,汙垢,0.2500
wugoutaochong,無鉤絛蟲,0.2000
wugu,無辜,0.3149
wugu,無故,0.2611
wugu,五穀,0.2500
wugu,巫蠱,0.2500
wuguai,無怪,0.2500
wuguaihu,無怪乎,0.2000
wuguan,無關,0.5377
wuguan,五官,0.3449
wuguan,物管,0.2513
wuguan,武官,0.2500
wuguan,武館,0.2500
wuguanduanzheng,五官端正,0.2000
wuguang,吳廣,0.2500
wuguangshise,五光十色,0.2000
wuguanjinyao,無關緊要,0.2709
wuguantongyang,無關痛癢,0.2000
wuguanzheng,吳官正,0.2000
wugufengdeng,五穀豐登,0.2000
wugui,烏龜,0.2891
wugui,五鬼,0.2500
wugui,無軌,0.2500
wuguidianche,無軌電車,0.2000
wuguike,烏龜殼,0.2000
wuguinaopan,五鬼鬧判,0.2000
wuguiyuanzhu,物歸原主,0.2000
wuguji,烏骨雞,0.2000
wuguo,吳國,0.2913
wuguojie,無國界,0.2000
wuguojiejizhe,無國界記者,0.2000
wuguojieliaoli,無國界料理,0.2000
wuguojieyisheng,無國界醫生,0.2000
wuguoyu,吳郭魚,0.2000
wuguzhihuo,巫蠱之禍,0.2000
wuhai,無害,0.2707
wuhai,烏海,0.2500
wuhai,誣害,0.2500
wuhaishi,烏海市,0.2000
wuhan,武漢,0.4882
wuhan,吳晗,0.2500
wuhandaxue,武漢大學,0.2746
wuhangangtiegongsi,武漢鋼鐵公司,0.2000
wuhangbazuo,五行八作,0.2000
wuhanshi,武漢市,0.2796
wuhao,五號,0.2493
wuhaodianchi,五號電池,0.2000
wuhe,五河,0.2500
wuhe,無何,0.2500
wuhe,無核,0.2500
wuhe,無頜,0.2500
wuhehua,無核化,0.2000
wuhei,烏黑,0.2490
wuheise,烏黑色,0.2000
wuhen,無痕,0.2617
wuhen,惡恨,0.2500
wuhen,污痕,0.2500
wuheng,無恆,0.2500
wuhenmoshi,無痕模式,0.2000
wuhequ,無核區,0.2000
wuhexian,五河縣,0.2000
wuhezhizhong,烏合之眾,0.2000
wuhou,午後,0.2737
wuhou,武侯,0.2500
wuhou,無後,0.2500
wuhou,物候,0.2500
wuhouci,武侯祠,0.2000
wuhouqu,武侯區,0.2000
wuhouxue,物候學,0.2000
wuhouzuolipao,無後坐力炮,0.2000
wuhu,蕪湖,0.2650
wuhu,五胡,0.2500
wuhu,嗚呼,0.2500
wuhua,五華,0.2500
wuhua,物化,0.2500
wuhua,霧化,0.2500
wuhuabamen,五花八門,0.3046
wuhuabushuo,無話不說,0.2000
wuhuabutan,無話不談,0.2000
wuhuadabang,五花大綁,0.2000
wuhuaguo,無花果,0.2000
wuhuaizai,嗚呼哀哉,0.2000
wuhuaji,霧化機,0.2000
wuhuakeshuo,無話可說,0.2484
wuhuan,五環,0.2544
wuhuan,烏桓,0.2500
wuhuanhuihui,五環會徽,0.2000
wuhuanzi,無患子,0.2000
wuhuaqi,霧化器,0.2000
wuhuaqu,五華區,0.2000
wuhuarou,五花肉,0.2485
wuhuaxian,五華縣,0.2000
wuhui,誤會,0.3370
wuhui,無悔,0.2548
wuhui,舞會,0.2533
wuhui,污穢,0.2500
wuhui,蕪穢,0.2500
wuhuidong,烏灰鶇,0.2000
wuhuiwu,舞會舞,0.2000
wuhuiyao,烏灰鷂,0.2000
wuhuiyinou,烏灰銀鷗,0.2000
wuhujiang,五虎將,0.2000
wuhun,五葷,0.2500
wuhuo,無貨,0.2500
wuhushi,蕪湖市,0.2000
wuhushiliuguo,五胡十六國,0.2000
wuhusihai,五湖四海,0.2000
wuji,無極,0.2622
wuji,無機,0.2517
wuji,屋脊,0.2500
wuji,污跡,0.2500
wuji,烏雞,0.2500
wuji,無幾,0.2500
wuji,無稽,0.2500
wuji,無際,0.2500
wuji,舞妓,0.2500
wuji,舞技,0.2500
wuji,誤機,0.2500
wujia,物價,0.3485
wujia,五加,0.2500
wujia,屋架,0.2500
wujia,無價,0.2500
wujiagang,伍家崗,0.2000
wujiagangqu,伍家崗區,0.2000
wujiajing,吳嘉經,0.2000
wujiakegui,無家可歸,0.2000
wujiali,烏加利,0.2000
wujian,物件,0.2907
wujian,無間,0.2554
wujian,舞劍,0.2500
wujian,霧件,0.2500
wujianbucui,無堅不摧,0.2000
wujianbushang,無奸不商,0.2000
wujiandiyu,無間地獄,0.2000
wujiang,武將,0.4445
wujiang,吳江,0.2509
wujiang,武江,0.2500
wujiangqu,吳江區,0.2000
wujiangqu,武江區,0.2000
wujiangsimeisanreai,五講四美三熱愛,0.2000
wujianhao,吳建豪,0.2000
wujianren,吳趼人,0.2000
wujiao,五角,0.2500
wujiao,午覺,0.2485
wujiaochang,五角場,0.2000
wujiaodalou,五角大樓,0.2000
wujiaodasha,五角大廈,0.2000
wujiaoxie,無腳蟹,0.2000
wujiaoxing,五角形,0.2000
wujiaoxing,五角星,0.2000
wujiaqu,五家渠,0.2000
wujiaqushi,五家渠市,0.2000
wujiazhenzhu,無價珍珠,0.2000
wujiazhibao,無價之寶,0.2000
wujiazhishu,物價指數,0.2000
wujibifan,物極必反,0.2000
wujie,誤解,0.4206
wujie,無解,0.3072
wujielu,烏節路,0.2000
wujierzhong,無疾而終,0.2000
wujiewang,無結網,0.2000
wujifei,無機肥,0.2000
wujihuaxue,無機化學,0.2000
wujikeshi,無計可施,0.2000
wujikexun,無跡可尋,0.2000
wujiming,無記名,0.2000
wujin,無盡,0.2830
wujin,五金,0.2715
wujin,武進,0.2500
wujindian,五金店,0.2000
wujindianpu,五金店鋪,0.2000
wujing,武警,0.2817
wujing,五經,0.2500
wujing,悟淨,0.2500
wujing,物鏡,0.2500
wujing,蕪菁,0.2500
wujingbudui,武警部隊,0.2000
wujingdacai,無精打彩,0.2000
wujingdacai,無精打采,0.2000
wujingganlan,蕪菁甘藍,0.2000
wujingqishu,武經七書,0.2000
wujingtianze,物競天擇,0.2000
wujingyuan,無晶圓,0.2000
wujingzhanshi,武警戰士,0.2000
wujingzheng,無精症,0.2000
wujingzi,吳敬梓,0.2000
wujingzongyao,武經總要,0.2000
wujinmianfen,無筋麵粉,0.2000
wujinqiyong,物盡其用,0.2000
wujinqu,武進區,0.2000
wujishiguan,五級士官,0.2000
wujiu,兀鷲,0.2500
wujiu,烏桕,0.2500
wujiwu,無機物,0.2000
wujixian,無極縣,0.2000
wujiyan,無機鹽,0.2000
wujiyushi,無濟於事,0.2000
wujizhitan,無稽之談,0.2000
wujizhui,無脊椎,0.2000
wujizhuidongwu,無脊椎動物,0.2000
wuju,武舉,0.2500
wuju,無局,0.2500
wuju,舞劇,0.2500
wujuan,烏鵑,0.2500
wujun,無菌,0.2500
wujunxing,無菌性,0.2000
wujuwushu,無拘無束,0.2000
wukafeiyin,無咖啡因,0.2000
wuke,無可,0.2714
wukebimian,無可避免,0.2000
wukefeiyi,無可非議,0.2000
wukefenggao,無可奉告,0.2000
wukehoufei,無可厚非,0.3194
wukejiuyao,無可救藥,0.2000
wukelan,烏克蘭,0.3465
wukelanren,烏克蘭人,0.2000
wukelili,烏克麗麗,0.2000
wukenaihe,無可奈何,0.2776
wukepidi,無可匹敵,0.2000
wuketiaoti,無可挑剔,0.2000
wukewanhui,無可挽回,0.2000
wukewoniu,無殼蝸牛,0.2000
wukewubuke,無可無不可,0.2000
wukezhengyi,無可爭議,0.2000
wukezhiyi,無可置疑,0.2000
wukezu,無殼族,0.2000
wukong,悟空,0.4182
wukongbuzuan,無孔不鑽,0.2000
wukoutongshang,五口通商,0.2000
wuku,武庫,0.2500
wukui,無愧,0.2500
wula,烏拉,0.2500
wula,靰鞡,0.2500
wulacao,烏拉草,0.2000
wulaer,烏拉爾,0.2000
wulaershan,烏拉爾山,0.2000
wulaershanmai,烏拉爾山脈,0.2000
wulagui,烏拉圭,0.2000
wulai,無賴,0.2676
wulai,烏來,0.2500
wulai,誣賴,0.2500
wulaiqu,烏來區,0.2000
wulan,烏欖,0.2500
wulan,烏藍,0.2500
wulan,烏蘭,0.2500
wulanbatuo,烏蘭巴托,0.2000
wulanchabu,烏蘭察布,0.2000
wulanchabushi,烏蘭察布市,0.2000
wulanfu,烏蘭夫,0.2000
wulanhaote,烏蘭浩特,0.2000
wulanhaoteshi,烏蘭浩特市,0.2000
wulanxian,烏蘭縣,0.2000
wulaoqishang,五勞七傷,0.2000
wulaoqishang,五癆七傷,0.2000
wulate,烏拉特,0.2000
wulatecaoyuan,烏拉特草原,0.2000
wulatehouqi,烏拉特後旗,0.2000
wulateqianqi,烏拉特前旗,0.2000
wulatezhongqi,烏拉特中旗,0.2000
wulei,蕪累,0.2500
wulengjing,五稜鏡,0.2000
wuli,物理,0.6372
wuli,無力,0.4376
wuli,武力,0.3244
wuli,無理,0.2566
wuli,物力,0.2512
wuli,兀立,0.2500
wuli,污吏,0.2500
wuli,烏鱧,0.2500
wuli,無利,0.2500
wuli,無禮,0.2500
wuli,蕪俚,0.2500
wulian,捂臉,0.3003
wulian,五蓮,0.2500
wuliang,無量,0.2598
wuliang,五涼,0.2500
wuliang,烏亮,0.2500
wuliang,無兩,0.2500
wuliangha,烏良哈,0.2000
wulianghai,烏梁海,0.2000
wuliangshou,無量壽,0.2000
wuliangye,五糧液,0.2646
wulianjie,無連接,0.2000
wulianwang,物聯網,0.4273
wulianxian,五蓮縣,0.2000
wuliao,無聊,0.5333
wuliao,物料,0.2980
wulibuqizao,無利不起早,0.2000
wuliceng,物理層,0.2000
wulie,蕪劣,0.2500
wuligan,無力感,0.2555
wulihuaxue,物理化學,0.2626
wulijiegou,物理結構,0.2000
wulikanhua,霧里看花,0.2000
wuliliang,物理量,0.2483
wuliliaofa,物理療法,0.2000
wulin,武林,0.2904
wuling,五嶺,0.2500
wuling,武陵,0.2500
wuling,鶩舲,0.2500
wulingqu,武陵區,0.2000
wulingsan,五苓散,0.2000
wulingyuan,武陵源,0.2000
wulinxiao,烏林鴞,0.2000
wuliqunao,無理取鬧,0.2000
wulishu,無理數,0.2000
wulitou,無厘頭,0.2587
wuliu,物流,0.4583
wuliuguanli,物流管理,0.2000
wulixingzhi,物理性質,0.2000
wulixue,物理學,0.4269
wulixuejia,物理學家,0.3416
wuliya,烏黎雅,0.2000
wuliyasutai,烏里雅蘇台,0.2000
wulizhiliao,物理治療,0.2000
wulong,烏龍,0.2532
wulong,武隆,0.2500
wulong,舞龍,0.2500
wulongcha,烏龍茶,0.2000
wulongmian,烏龍麵,0.2000
wulongqiu,烏龍球,0.2000
wulongqu,武隆區,0.2000
wulongzhi,烏龍指,0.2000
wulougengzaolianyeyu,屋漏更遭連夜雨,0.2000
wuloupianfenglianyeyu,屋漏偏逢連夜雨,0.2000
wulu,無祿,0.2500
wuluketao,無路可逃,0.2000
wuluketui,無路可退,0.2000
wulukezou,無路可走,0.2000
wululu,烏魯魯,0.2000
wulumuqi,烏魯木齊,0.2819
wulumuqishi,烏魯木齊市,0.2000
wulumuqixian,烏魯木齊縣,0.2000
wulun,無論,0.6540
wulun,五倫,0.2500
wulun,無倫,0.2500
wulunguhe,烏倫古河,0.2000
wulunguhu,烏倫古湖,0.2000
wulunhechu,無論何處,0.2000
wulunheren,無論何人,0.2000
wulunheshi,無論何事,0.2000
wulunheshi,無論何時,0.2000
wulunruhe,無論如何,0.3894
wuluotuopin,烏洛托品,0.2000
wuluru,烏魯汝,0.2000
wulve,武略,0.2500
wuma,無碼,0.2503
wuma,侮罵,0.2500
wuma,午馬,0.2500
wumafenshi,五馬分屍,0.2000
wumai,霧霾,0.3009
wuman,侮慢,0.2500
wuman,霧幔,0.2500
wumangmang,霧茫茫,0.2000
wumangxing,五芒星,0.2000
wumao,五毛,0.2500
wumao,無毛,0.2500
wumaodang,五毛黨,0.2000
wumaotexiao,五毛特效,0.2000
wumei,嫵媚,0.2720
wumei,寤寐,0.2500
wumeijialian,物美價廉,0.2552
wumeiqiuzhi,寤寐求之,0.2000
wumengchao,吳孟超,0.2000
wumengmeng,霧濛濛,0.2000
wumian,屋面,0.2500
wumian,晤面,0.2500
wumianping,霧面屏,0.2000
wumianwa,屋面瓦,0.2000
wumie,污衊,0.2677
wumie,侮蔑,0.2500
wumie,污蔑,0.2500
wumie,誣蔑,0.2500
wumie,誣衊,0.2500
wuming,無名,0.2992
wuming,武鳴,0.2500
wuming,污名,0.2500
wuming,無明,0.2500
wuminghua,污名化,0.2000
wuminglieshimu,無名烈士墓,0.2000
wumingqu,武鳴區,0.2000
wumingshi,無名氏,0.2000
wumingxiaozu,無名小卒,0.2000
wumingyingxiong,無名英雄,0.2000
wumingzhanshimu,無名戰士墓,0.2000
wumingzhi,無名指,0.2497
wumingzhibei,無名之輩,0.2000
wumu,烏木,0.2500
wunai,無奈,0.5021
wunao,無腦,0.3953
wunechu,烏訥楚,0.2000
wuneng,無能,0.3219
wuneng,悟能,0.2500
wunengweili,無能為力,0.2000
wuni,污泥,0.2511
wuni,忤逆,0.2500
wuniang,舞孃,0.2500
wuniaosiqing,烏鳥私情,0.2000
wunie,兀臬,0.2500
wunie,兀臲,0.2500
wunie,杌隉,0.2500
wunie,阢隉,0.2500
wuning,武寧,0.2500
wuning,毋寧,0.2500
wuning,無寧,0.2500
wuningxian,武寧縣,0.2000
wuniujianyue,吳牛見月,0.2000
wunong,侮弄,0.2500
wunong,務農,0.2500
wunong,舞弄,0.2500
wunongjiaoyu,吳儂嬌語,0.2000
wunongruanyu,吳儂軟語,0.2000
wunongyao,無農藥,0.2000
wunv,婺女,0.2500
wupai,無牌,0.2500
wupan,誤判,0.2570
wupanan,誤判案,0.2000
wupi,無匹,0.2500
wupin,物品,0.5184
wupin,無品,0.2500
wuping,武平,0.2500
wupingxian,武平縣,0.2000
wupo,巫婆,0.2497
wupusala,烏普薩拉,0.2000
wuqi,武器,0.6012
wuqi,屋企,0.2799
wuqi,霧氣,0.2508
wuqi,五七,0.2500
wuqi,務期,0.2500
wuqi,吳旗,0.2500
wuqi,吳起,0.2500
wuqi,烏氣,0.2500
wuqi,無期,0.2500
wuqia,烏恰,0.2500
wuqian,午前,0.2500
wuqiang,武強,0.2500
wuqiangxian,武強縣,0.2000
wuqianwugua,無牽無掛,0.2000
wuqiao,吳橋,0.2500
wuqiaobuchengshu,無巧不成書,0.2000
wuqiaoxian,吳橋縣,0.2000
wuqiaxian,烏恰縣,0.2000
wuqibazao,污七八糟,0.2000
wuqibazao,烏七八糟,0.2000
wuqibie,無期別,0.2000
wuqibuyou,無奇不有,0.2000
wuqiganbuxuexiao,五七幹部學校,0.2000
wuqiganxiao,五七幹校,0.2000
wuqiji,武器級,0.2000
wuqijinyun,武器禁運,0.2000
wuqimahei,烏漆抹黑,0.2000
wuqimohei,烏漆墨黑,0.2000
wuqing,無情,0.3148
wuqing,務請,0.2500
wuqing,武清,0.2500
wuqing,烏青,0.2500
wuqingqu,武清區,0.2000
wuqingwuyi,無情無義,0.2000
wuqingyuan,吳清源,0.2000
wuqiong,無窮,0.2823
wuqiongda,無窮大,0.2526
wuqiongji,無窮集,0.2000
wuqiongwujin,無窮無盡,0.2635
wuqiongxiao,無窮小,0.2000
wuqiongxulie,無窮序列,0.2000
wuqiongyuandian,無窮遠點,0.2000
wuqituxing,無期徒刑,0.2000
wuqiuren,勿求人,0.2000
wuqixian,吳旗縣,0.2000
wuqixian,吳起縣,0.2000
wuqixitong,武器系統,0.2000
wuqiya,烏齊雅,0.2000
wuqu,誤區,0.4097
wuqu,無趣,0.3101
wuqu,舞曲,0.2790
wuquan,無權,0.2629
wuquanxianfa,五權憲法,0.2000
wuque,無缺,0.2500
wuran,污染,0.4222
wuranqu,污染區,0.2000
wuranwu,污染物,0.2683
wuren,無人,0.4530
wuren,吾人,0.2500
wuren,無任,0.2500
wurenbao,吳仁寶,0.2000
wurenbu,無人不,0.2000
wurenbuxiao,無人不曉,0.2000
wurenbuzhi,無人不知,0.2000
wurenchen,吳任臣,0.2000
wurenfeixingqi,無人飛行器,0.2000
wurenganji,無任感激,0.2000
wurenji,無人機,0.3792
wurenjiashi,無人駕駛,0.2641
wurenmubeiji,五人墓碑記,0.2000
wurennengji,無人能及,0.2000
wurenqu,無人區,0.2000
wurenshoupiao,無人售票,0.2000
wurenwenjin,無人問津,0.2594
wurenzidi,誤人子弟,0.2000
wuri,烏日,0.2500
wurongzhiyi,無容置疑,0.2000
wuru,侮辱,0.3839
wuru,悟入,0.2500
wuru,污辱,0.2500
wuruqitu,誤入歧途,0.2000
wusa,五卅,0.2500
wusangui,吳三桂,0.2000
wusayundong,五卅運動,0.2000
wuse,無色,0.2537
wuse,五色,0.2500
wuse,物色,0.2486
wusebinfen,五色繽紛,0.2000
wuseniao,五色鳥,0.2000
wusha,誤殺,0.2500
wushamao,烏紗帽,0.2000
wushan,巫山,0.2500
wushan,武山,0.2500
wushan,誤繕,0.2500
wushang,無上,0.2500
wushang,誤傷,0.2500
wushangdaya,無傷大雅,0.2000
wushangzeichuan,誤上賊船,0.2000
wushanji,武山雞,0.2000
wushanxian,巫山縣,0.2000
wushanxian,武山縣,0.2000
wushe,伍奢,0.2500
wushen,戊申,0.2500
wushen,烏審,0.2500
wusheng,無聲,0.2897
wusheng,武勝,0.2500
wusheng,武生,0.2500
wusheng,武聖,0.2500
wushengming,無生命,0.2000
wushengwuxi,無聲無息,0.2000
wushengxian,武勝縣,0.2000
wushengyinjie,五聲音階,0.2000
wushenlun,無神論,0.2000
wushenlunzhe,無神論者,0.2000
wushenqi,烏審旗,0.2000
wushi,無視,0.4149
wushi,武士,0.3762
wushi,巫師,0.3369
wushi,五十,0.3078
wushi,務實,0.2959
wushi,五世,0.2500
wushi,午時,0.2500
wushi,烏什,0.2500
wushi,物事,0.2500
wushi,舞獅,0.2500
wushi,誤事,0.2500
wushi,誤食,0.2500
wushibudengsanbaodian,無事不登三寶殿,0.2000
wushibuxiaobaibu,五十步笑百步,0.2000
wushichuixiao,吳市吹簫,0.2000
wushidao,武士刀,0.2000
wushidao,武士道,0.2000
wushihuo,武士彠,0.2000
wushijian,五十肩,0.2000
wushikezuo,無事可做,0.2000
wushiling,五十鈴,0.2000
wushirenfei,物是人非,0.2000
wushishengfei,無事生非,0.2000
wushiwuke,無時無刻,0.2489
wushixian,烏什縣,0.2000
wushizitong,無師自通,0.2000
wushu,無數,0.5437
wushu,武術,0.3772
wushu,巫術,0.2500
wushu,鼯鼠,0.2500
wushuang,無雙,0.3340
wushuangqi,無霜期,0.2000
wushui,污水,0.2825
wushui,午睡,0.2697
wushui,武水,0.2500
wushui,無水,0.2500
wushuichulichang,污水處理廠,0.2000
wushuiduanli,舞水端里,0.2000
wushuiguan,污水管,0.2000
wushuikeng,污水坑,0.2000
wusi,無私,0.2713
wusi,五四,0.2545
wusi,無似,0.2500
wusiaiguoyundong,五四愛國運動,0.2000
wusifenlie,無絲分裂,0.2000
wusitejiang,伍斯特醬,0.2000
wusiwulv,無思無慮,0.2000
wusiyundong,五四運動,0.2000
wusong,武松,0.2879
wusong,吳淞,0.2500
wusong,霧凇,0.2500
wusu,烏蘇,0.2500
wusuan,無算,0.2500
wusulijiang,烏蘇里江,0.2000
wusulisike,烏蘇里斯克,0.2000
wusun,無損,0.2575
wusun,污損,0.2500
wusunguo,烏孫國,0.2000
wusuo,霧鎖,0.2500
wusuobubao,無所不包,0.2000
wusuobumai,無所不賣,0.2000
wusuobuneng,無所不能,0.2612
wusuobutan,無所不談,0.2000
wusuobuwei,無所不為,0.2000
wusuobuyongqiji,無所不用其極,0.2000
wusuobuzai,無所不在,0.2000
wusuobuzhi,無所不知,0.2000
wusuobuzhi,無所不至,0.2000
wusuoshicong,無所適從,0.2000
wusuoshishi,無所事事,0.2562
wusuoshu,無所屬,0.2000
wusuowei,無所謂,0.4409
wusuoweiji,無所畏忌,0.2000
wusuoyongxin,無所用心,0.2000
wusuozuowei,無所作為,0.2000
wusushi,烏蘇市,0.2000
wutacai,烏塌菜,0.2000
wutai,舞臺,0.5015
wutai,五臺,0.2500
wutai,物態,0.2500
wutaiju,舞臺劇,0.2000
wutaishan,五臺山,0.2491
wutaishi,五臺市,0.2000
wutaixian,五臺縣,0.2000
wutan,晤談,0.2500
wutan,武壇,0.2500
wutang,戊糖,0.2500
wutang,無糖,0.2500
wutantang,五碳糖,0.2000
wuteliezhi,烏特列支,0.2000
wuti,物體,0.5331
wuti,無題,0.2500
wutian,武田,0.2500
wutianming,吳天明,0.2000
wutiaojian,無條件,0.2785
wutiaojiantouxiang,無條件投降,0.2000
wuting,舞廳,0.2490
wutingfang,伍廷芳,0.2000
wutingwu,舞廳舞,0.2000
wutitoudi,五體投地,0.2000
wutong,梧桐,0.2581
wutong,五通,0.2500
wutong,巫統,0.2500
wutong,武統,0.2500
wutong,無痛,0.2500
wutongke,梧桐科,0.2000
wutongqiao,五通橋,0.2000
wutongqiaoqu,五通橋區,0.2000
wutoucangying,無頭蒼蠅,0.2000
wutouchuwei,吳頭楚尾,0.2000
wutu,烏塗,0.2500
wutuobang,烏托邦,0.2707
wuwai,屋外,0.2500
wuwang,無望,0.2774
wuwang,毋忘,0.2500
wuwangbuli,無往不利,0.2000
wuwangfazhou,武王伐紂,0.2000
wuwanggefa,無網格法,0.2000
wuwangguochi,勿忘國恥,0.2000
wuwanghelu,吳王闔廬,0.2000
wuwanghelv,吳王闔閭,0.2000
wuwangwo,勿忘我,0.2000
wuwei,無謂,0.2572
wuwei,無味,0.2513
wuwei,五味,0.2500
wuwei,武威,0.2500
wuwei,無為,0.2500
wuweibuzhi,無微不至,0.2000
wuweidu,無維度,0.2000
wuweijuquan,五味俱全,0.2000
wuweishi,武威市,0.2000
wuweishi,無為市,0.2000
wuweixiong,無尾熊,0.2000
wuweiyanzhibuyu,勿謂言之不預,0.2000
wuweiyuan,無尾猿,0.2000
wuweizachen,五味雜陳,0.2000
wuweizi,五味子,0.2000
wuwen,五瘟,0.2500
wuweng,烏鶲,0.2500
wuwennongmo,舞文弄墨,0.2000
wuwenshen,五瘟神,0.2000
wuwo,無我,0.2500
wuwu,嗚嗚,0.2935
wuwu,無誤,0.2646
wuwu,五五,0.2500
wuwu,戊午,0.2500
wuwu,無物,0.2500
wuwuchun,戊五醇,0.2000
wuwujiaohuan,物物交換,0.2000
wuwuzula,嗚嗚祖拉,0.2000
wuxi,無錫,0.3475
wuxi,巫溪,0.2500
wuxi,巫覡,0.2500
wuxi,武溪,0.2500
wuxi,無息,0.2500
wuxia,武俠,0.3532
wuxia,無暇,0.2602
wuxia,巫峽,0.2500
wuxia,無瑕,0.2500
wuxiaameng,吳下阿蒙,0.2000
wuxiami,嘸蝦米,0.2000
wuxian,無限,0.5224
wuxian,無線,0.4186
wuxian,吳縣,0.2500
wuxian,誣陷,0.2500
wuxiandian,無線電,0.2735
wuxiandianbo,無線電波,0.2000
wuxiandianguangbo,無線電廣播,0.2000
wuxiandianhua,無線電話,0.2000
wuxiandianjieshouji,無線電接收機,0.2000
wuxiandianshoufaji,無線電收發機,0.2000
wuxianfengguangzaixianfeng,無限風光在險峰,0.2000
wuxiang,五香,0.2500
wuxiang,武鄉,0.2500
wuxiangfen,五香粉,0.2000
wuxiangquanneng,五項全能,0.2000
wuxiangxian,武鄉縣,0.2000
wuxianpu,五線譜,0.2000
wuxianqi,無限期,0.2000
wuxianredian,無線熱點,0.2000
wuxianwanglu,無線網路,0.2000
wuxianwangluo,無線網絡,0.2621
wuxianxiao,無限小,0.2000
wuxianxiaoshu,無限小數,0.2000
wuxianyijin,五險一金,0.2000
wuxianzhi,無限制,0.2567
wuxianzuo,武仙座,0.2000
wuxiao,無效,0.4463
wuxiaoshejiao,無效社交,0.2000
wuxiaxiaoshuo,武俠小說,0.2971
wuxie,無邪,0.2500
wuxie,舞鞋,0.2500
wuxie,誤寫,0.2500
wuxiekeji,無懈可擊,0.2000
wuxin,無心,0.2841
wuxin,五辛,0.2500
wuxin,誤信,0.2500
wuxinchaliu,無心插柳,0.2000
wuxinchaliuliuchengyin,無心插柳柳成陰,0.2000
wuxing,無形,0.3142
wuxing,五星,0.2978
wuxing,五行,0.2686
wuxing,悟性,0.2666
wuxing,五刑,0.2500
wuxing,五形,0.2500
wuxing,吳興,0.2500
wuxing,無性,0.2500
wuxingfanzhi,無性繁殖,0.2000
wuxingganyan,戊型肝炎,0.2000
wuxinghongqi,五星紅旗,0.2000
wuxingji,五星級,0.2539
wuxingmaoyi,無形貿易,0.2000
wuxingqu,吳興區,0.2000
wuxingshuchu,無形輸出,0.2000
wuxingzhong,無形中,0.2665
wuxinjia,無薪假,0.2000
wuxinsu,五辛素,0.2000
wuxinyi,無信義,0.2000
wuxishi,無錫市,0.2577
wuxiu,午休,0.2782
