text,jyutping
蛥,sit6
蛦,ji4
蛧,mong5
蛨,mak6
蛩,kung4
蛪,jit6
蛫,gwai2
蛬,gung2
蛭,zat6
蛯,lou5
蛵,hing1
蛶,lyut6
蛷,kau4
蛸,saau1
蛹,jung2
蛺,gaap3
蛻,seoi3
蛻變,teoi3 bin3
蛼,ce1
蛽,bui3
蛾,ngai5
蛿,ham5
蜀,suk6
蜀漢,suk6 hon3
蜁,syun4
蜂,fung1
蜂蜜,fung1 mat6
蜃,san4
蜄,san6
蜅,fu2
蜆,hin2
蜇,zit3
蜈,ng4
蜉,fau4
蜊,lei4
蜋,loeng4
蜌,bai6
蜍,ceoi4
蜎,gyun1
蜏,jau5
蜐,gip3
蜑,daan6
蜒,jin4
蜓,ting4
蜔,tin4
蜕,seoi3
蜖,wui4
蜘,zi1
蜘蛛,zi1 zyu1
蜘蛛俠,zi1 zyu1 hap6
蜙,sung1
蜚,fai6
蜛,geoi1
蜜,mat6
蜜月,mat6 jyut6
蜜蜂,mat6 fung1
蜝,kei4
蜞,kei4
蜟,juk6
蜠,kwan5
蜡,caa3
蜢,maang2
蜣,goeng1
蜤,si1
蜥,sik1
蜥蜴,sik1 jik6
蜦,leon4
蜧,lai6
蜨,dip6
蜩,tiu4
蜪,tou1
蜫,gwan1
蜬,ham4
蜭,ham5
蜮,waak6
蜯,pong5
蜰,fai6
蜱,pei4
蜲,wai1
蜳,deon1
蜴,jik6
蜵,jyun1
蜶,seot1
蜷,kyun4
蜸,hin2
蜹,jeoi6
蜺,ngai4
蜻,cing1
蜻蜓,cing1 ting4
蜼,leoi5
蜽,loeng5
蜾,gwo2
蜿,jyun1
蜿蜒,jyun1 jin4
蝀,dung1
蝁,ok3
蝂,baan2
蝃,dai3
蝄,mong5
蝅,caam4
蝆,joeng4
蝊,ding6
蝋,laap6
蝌,fo1
蝍,zik1
蝎,hit3
蝏,ting4
蝐,mou6
蝑,seoi1
蝒,min4
蝓,jyu4
蝔,gaai1
蝕,sik6
蝖,hyun1
蝗,wong4
蝘,jin2
蝙,bin1
蝙蝠,pin1 fuk1
蝚,jau4
蝛,wai1
蝜,fu6
蝝,jyun4
蝞,mei6
蝟,wai6
蝠,fuk1
蝡,jyu4
蝢,kit3
蝣,jau4
蝤,cau4
蝥,maau4
蝦,haa1
蝦米,haa1 mai5
蝧,jing1
蝨,sat1
蝩,cung4
蝪,tong1
蝫,zyu1
蝬,zung1
蝭,tai4
蝮,fuk1
蝯,jyun4
蝰,fui1
蝱,mong4
蝲,laat6
蝳,doi6
蝴,wu4
蝴蝶,wu4 dip2
蝵,cau1
蝶,dip2
蝷,lik6
蝸,gwaa1
蝸牛,wo1 ngau4
蝹,ou2
蝺,geoi2
蝻,naam4
蝽,ceon1
蝿,jing4
螁,teoi3
螂,long4
螃,bong2
螃蟹,pong4 haai5
螄,si1
螅,sik1
螆,zi1
螇,hai4
螈,jyun4
螉,jung1
螊,ham1
螋,sau2
螌,baan1
融,jung4
融入,jung4 jap6
融化,jung4 faa3
融合,jung4 hap6
融會貫通,jung4 wui6 gun3 tung1
融洽,jung4 hap1
融資,jung4 zi1
螎,jung4
螏,zat6
螐,wu1
螑,cau3
螒,hon6
螓,ceon4
螔,ji4
螕,bai1
螖,waat6
螗,tong4
螘,ngai5
螙,dou3
螚,noi6
螛,hat6
螜,huk6
螝,kui2
螞,maa1
螞蟻,maa5 ngai5
螟,ming4
螠,jik1
螡,man4
螢,jing4
螢火蟲,jing4 fo2 cung4
螣,dak6
螤,zung1
螥,cong1
螦,sou3
螧,kei4
螩,tiu4
螪,zek3
螫,cik1
螬,cou4
螭,ci1
螮,dai3
螯,gong6
螰,luk6
螱,wai3
螲,dit3
螳,tong4
螳螂,tong4 long4
螴,can4
螵,piu1
螶,geoi2
螷,pei4
螸,jyu4
螹,zim6
螺,lo4
螺旋槳,lo4 syun4 zoeng2
螺紋,lo4 man4
螺絲,lo4 si1
螺絲釘,lo4 si1 deng1
螻,lau4
螼,gan3
螽,zung1
螾,jan5
螿,zoeng1
蟀,seot1
蟁,man1
蟂,giu1
蟃,maan6
蟄,zaap6
蟅,ze3
蟆,maa4
蟇,maa4
蟈,gwok3
蟉,lau4
蟊,maau4
蟋,sik1
蟌,cung1
蟍,lei4
蟎,mun5
蟐,kei4
蟑,zoeng1
蟑螂,zoeng1 long4
蟒,mong5
蟓,zoeng6
蟔,mat6
蟕,zai1
蟖,si1
蟗,cau1
蟘,dak6
蟙,zik1
蟚,paang4
蟛,paang4
蟜,giu2
蟝,keoi2
蟞,bit3
蟟,liu4
蟠,faan4
蟡,wai1
蟢,hei2
蟣,gei1
蟤,cyun4
蟥,wong4
蟦,ban1
蟧,lou2
蟨,kyut3
蟩,kyut3
蟪,wai6
蟫,jam4
蟬,sim4
蟭,ziu1
蟮,sin6
蟯,jiu4
蟰,siu1
蟱,mou4
蟲,cung4
蟳,cing4
蟴,si1
蟵,cyu4
蟶,cing1
蟷,dong1
蟸,lai5
蟹,haai5
蟺,sin6
蟻,ngai5
蟼,ging2
蟽,daat6
蟾,sim4
蟿,kai3
蠀,ci1
蠁,hoeng2
蠂,sip3
蠃,lo2
蠄,kam4
蠅,jing4
蠆,caai3
蠇,lai6
蠈,caak3
蠉,hyun1
蠊,lim4
蠋,suk6
蠌,zaak6
蠍,hit3
蠍子,kit3 zi2
蠎,mong5
蠏,haai5
蠐,cai4
蠑,wing4
蠒,gaan2
蠓,mung2
蠔,hou4
蠔油,hou4 jau4
蠕,jyu4
蠕動,jyu4 dung6
蠖,wok3
蠗,zok6
蠘,zit6
蠙,ban1
蠚,hok3
蠛,mit6
蠜,faan4
蠝,leoi5
蠞,zit6
蠟,laap6
蠟燭,laap6 zuk1
蠠,man5
蠡,lai4
蠢,ceon2
蠢蠢欲動,ceon2 ceon2 juk6 dung6
蠣,lai6
蠤,cau1
蠥,jip6
蠦,lou4
蠧,dou3
蠨,siu1
蠩,syu4
蠪,lung4
蠫,lai6
蠬,lung4
蠭,fung1
蠮,jit6
蠯,pei4
蠰,joeng6
蠱,gu2
蠱惑,gu2 waak6
蠲,gyun1
蠳,jing1
蠴,syu4
蠵,kwai4
蠶,caam4
蠷,keoi4
蠸,kyun4
蠹,dou3
蠺,caam4
蠻,maan4
蠼,fok3
蠽,zit6
蠾,suk6
蠿,zyut3
血,hyut3
血型,hyut3 jing4
血壓,hyut3 aat3
血小板,hyut3 siu2 baan2
血栓,hyut3 saan1
血汗錢,hyut3 hon6 cin2
血液,hyut3 jik6
血清,hyut3 cing1
血漿,hyut3 zoeng1
血管,hyut3 gun2
血糖,hyut3 tong4
血統,hyut3 tung2
血緣,hyut3 jyun4
血脂,hyut3 zi1
血腥,hyut3 seng1
血色,hyut3 sik1
血跡,hyut3 zik1
衁,fong1
衂,nuk6
衃,fau4
衄,nuk6
衆,zung3
衇,mak6
衈,ji6
衉,haak3
衊,mit6
衋,hik1
行,haang4
行人,hang4 jan4
行使,hang4 sai2
行列,hong4 lit6
行動,hang4 dung6
行家,hong4 gaa1
行徑,hang4 ging3
行情,hong4 cing4
行政,hang4 zing3
行文,hang4 man4
行星,haang4 sing1
行會,hong4 wui2
行李,hang4 lei5
行業,hong4 jip6
行當,hong4 dong1
行程,hang4 cing4
行貨,hong2 fo3
行賄,hang4 kui2
行走,hang4 zau2
行蹤,hang4 zung1
行車,hang4 ce1
行駛,hang4 sai2
衍,hin2
衍生,hin2 sang1
衎,hon3
衏,jyun2
衐,geoi6
衑,ling4
衒,jyun4
術,seot6
術語,seot6 jyu5
衕,dung6
衖,hong6
街,gaai1
街上,gaai1 soeng6
街機,gaai1 gei1
街道,gaai1 dou6
街邊,gaai1 bin1
街頭,gaai1 tau4
衘,haam4
衙,ngaa4
衙門,ngaa4 mun2
衚,wu4
衚衕,wu4 tung4
衛,wai6
衛冕,wai6 min5
衛星,wai6 sing1
衛浴,wai6 juk6
衛生,wai6 sang1
衛生局,wai6 saang1 guk6
衛生巾,wai6 sang1 gan1
衛衣,wai6 ji1
衜,dou3
衝,cung1
衝刺,cung1 ci3
衝動,cung1 dung6
衝擊,cung1 gik1
衝浪,cung1 long6
衝破,cung1 po3
衝突,cung1 dat6
衝鋒,cung1 fung1
衞,wai6
衟,dou6
衠,zeon1
衡,hang4
衡量,hang4 loeng6
衢,keoi4
衣,ji1
衣服,ji1 fuk6
衣櫃,ji1 gwai6
衣物,ji1 mat6
衣着,ji1 zoek3
衣裳,ji1 soeng4
衣食住行,ji1 sik6 zyu6 hang4
衦,gon2
衧,jyu1
表,biu1
表哥,biu2 go1
表妹,biu2 mui2
表姐,biu2 ze2
表層,biu2 cang4
表弟,biu2 dai2
表彰,biu2 zoeng1
表情,biu2 cing4
表態,biu2 taai3
表揚,biu2 joeng4
表明,biu2 ming4
表格,biu2 gaak3
表決,biu2 kyut3
表演,biu2 jin2
表現,biu2 jin6
表白,biu2 baak6
表皮,biu2 pei4
表示,biu2 si6
表述,biu2 seot6
表達,biu2 daat6
表露,biu2 lou6
表面,biu2 min6
表面上,biu2 min6 soeng6
衩,caa3
衪,ji4
衫,saam1
衭,fu1
衯,fan1
衰,ceoi1
衰弱,seoi1 joek6
衰竭,seoi1 kit3
衰老,seoi1 lou5
衰落,seoi1 lok6
衰變,seoi1 bin3
衰退,seoi1 teoi3
衱,gip3
衲,naap6
衳,zung1
衴,dam2
衵,jat6
衶,zung6
衷,cung1
衷心,cung1 sam1
衸,gaai3
衹,kei4
衺,ce4
衻,jim4
衼,zi1
衽,jam5
衾,kam1
衿,gam1
袀,gwan1
袁,jyun4
袂,mai6
袃,caai3
袇,jim4
袈,gaa1
袉,to4
袊,ling5
袋,doi6
袋鼠,doi6 syu2
袌,paau3
袍,pou4
袎,aau3
袏,zo3
袐,bat1
袑,siu6
袒,taan2
袓,ze1
袔,ho6
袕,jyut6
袖,zau6
袖子,zau6 zi2
袗,can2
袘,ji4
袙,paa3
袚,fat1
袛,dai1
袝,fu6
袞,gwan2
袟,dit6
袠,dit6
袡,jim4
袢,faan4
袣,ji3
袤,mau6
袥,tok3
袦,neot6
袧,gau1
袨,jyun6
袩,dim1
袪,keoi1
被,bei6
被動,bei6 dung6
被告,bei6 gou3
被告人,bei6 gou3 jan4
被困,bei6 kwan3
被套,pei5 tou3
被子,pei5 zi2
被捕,bei6 bou6
被殺,bei6 saat3
被窩,pei5 wo1
被迫,bei6 bik1
被逼,bei6 bik1
袬,juk6
袮,ji5
袰,mou5
袱,fuk6
袲,ji4
袳,ci2
袴,fu3
袵,jam5
袶,gong3
袷,gaap3
袸,cyun4
袹,baak3
袺,git3
袻,ji4
袼,gaak3
袽,jyu4
袾,zyu1
袿,gwai1
裀,jan1
裁,coi4
裁判,coi4 pun3
裁剪,coi4 zin2
裁員,coi4 jyun4
裁定,coi4 ding6
裁決,coi4 kyut3
裁縫,coi4 fung2
裂,lit3
裂痕,lit6 han4
裂縫,lit6 fung4
裃,lung6
裄,hang4
裇,seot1
裉,kang3
裊,niu1
裋,syu6
裌,gaap3
裍,kwan2
裎,cing2
裏,lei5
裏邊,leoi5 bin1
裏面,leoi5 min6
裏頭,leoi5 tau4
裐,gyun1
裑,san1
裒,fau4
裓,gaai1
裔,jeoi6
裕,jyu6
裖,zan3
裗,lau4
裘,kau4
裙,kwan4
裙子,kwan4 zi2
裚,zai3
裛,jap1
補,bou2
補上,bou2 soeng5
補倉,bou2 cong1
補償,bou2 soeng4
補充,bou2 cung1
補助,bou2 zo6
補救,bou2 gau3
補水,bou2 seoi2
補發,bou2 faat3
補稅,bou2 seoi3
補給,bou2 kap1
補習,bou2 zaap6
補習班,bou2 zaap6 baan1
補考,bou2 haau2
補血,bou2 hyut3
補課,bou2 fo3
補貼,bou2 tip3
補足,bou2 zuk1
裝,zong1
裝作,zong1 zok3
裝修,zong1 sau1
裝備,zong1 bei6
裝卸,zong1 se3
裝扮,zong1 baan3
裝潢,zong1 wong4
裝甲,zong1 gaap3
裝置,zong1 zi3
裝逼,zong1 bi1
裝飾,zong1 sik1
裞,seoi3
裟,saa1
裠,kwan4
裡,lei5
裦,bou1
裧,sim4
裨,bei1
裩,gwan1
裪,tou4
裫,jyun1
裬,ling4
裭,ci2
裮,coeng1
裯,cau4
裰,zyut3
裱,biu2
裲,loeng5
裳,soeng4
裴,pui4
裵,pui4
裶,fei1
裷,gwan2
裸,lo2
裸照,lo2 ziu3
裸辭,lo2 ci4
裸露,lo2 lou6
裸體,lo2 tai2
裹,gwo2
裺,jim2
裻,duk1
裼,sik3
製,zai3
製作,zai3 zok3
製品,zai3 ban2
製片,zai3 pin2
製片人,zai3 pin2 jan4
製藥,zai3 joek6
製造,zai3 zou6
製造商,zai3 zou6 soeng1
製造業,zai3 zou6 jip6
裾,geoi1
裿,ji2
褀,gei6
褁,gwo2
褂,gwaa3
褃,kang3
褄,cai1
褅,tai3
褆,si6
複,fuk1
複印,fuk1 jan3
複印件,fuk1 jan3 gin2
複印機,fuk1 jan3 gei1
複合,fuk1 hap6
複合材料,fuk1 hap6 coi4 liu2
複式,fuk1 sik1
複數,fuk1 sou2
複查,fuk1 caa4
複習,fuk1 zaap6
複製,fuk1 zai3
複製粘貼,fuk1 zai3 nim1 tip3
複診,fuk1 can2
複述,fuk1 seot6
複雜,fuk1 zaap6
褈,cung4
褉,kit3
褊,bin2
褋,dip6
褌,gwan1
褍,dyun1
褎,jau6
褏,jau6
褐,hot3
褑,jyun4
褒,bou1
褓,bou2
褔,fu3
褕,jyu4
褖,teon3
褗,jin2
褘,fai1
褙,bui3
褚,cyu2
褜,baau1
褝,daan1
褞,wan1
褟,daap3
褠,kau1
褡,daap3
褢,waai4
褣,jung4
褤,jyun6
褥,juk2
褦,le5
褧,gwing2
褨,so2
褩,bun1
褪,tan3
褪色,teoi3 sik1
褫,ci2
褬,song2
褭,niu5
褮,ang1
褯,zik6
褰,hin1
褱,waai4
褲,fu3
褲子,fu3 zi2
褳,lin4
褵,lei4
褶,dip6
褶皺,zip3 zau3
褷,si1
褸,lau1
褹,ngai6
褺,dip6
褻,sit3
褻瀆,sit3 duk6
褼,sin1
褽,wai3
褾,biu2
褿,cou4
襀,zik1
襁,koeng5
襂,sam1
襃,bou1
襄,soeng1
襅,bat1
襆,buk6
襇,gaan2
襈,zyun6
襉,gaan2
襊,ceoi3
襋,gik1
襌,daan1
襍,zaap6
襎,faan4
襏,but3
襐,zoeng6
襑,cam4
襒,bit6
襓,jiu4
襔,loeng5
襖,ou2
襗,dok6
襘,kui2
襙,cou4
襚,seoi6
襛,nung4
襜,cim1
襝,lim5
襞,bik1
襟,gam1
襠,dong1
襡,suk6
襢,daan6
襣,bei6
襤,laam4
襥,buk6
襦,jyu4
襧,zi2
襨,deoi3
襩,suk1
襪,maat6
襪子,mat6 zi2
襫,sik1
襬,baai2
襭,kit3
襮,bok3
襯,can3
襯托,can3 tok3
襯衣,can3 ji1
襯衫,can3 saam1
襰,laai6
襱,lung4
襲,zaap6
襲擊,zaap6 gik1
襳,sam1
襴,laan4
襵,zaap3
襶,daai3
襷,geoi2
襸,zaan3
襹,si1
襺,gaan2
襻,paan3
襼,mai3
襽,laan4
襾,aa3
西,sai1
西亞,sai1 aa3
西伯利亞,sai1 baak3 lei6 aa3
西北,sai1 bak1
西南,sai1 naam4
西夏,sai1 haa6
西安,sai1 on1
西寧,sai1 ning4
西式,sai1 sik1
西德,sai1 dak1
西方,sai1 fong1
西方人,sai1 fong1 jan4
西施,sai1 si1
西服,sai1 fuk6
西歐,sai1 au1
西洋,sai1 joeng4
西班牙,sai1 baan1 ngaa4
西瓜,sai1 gwaa1
西紅柿,sai1 hung4 ci2
西藏,sai1 zong6
西藥,sai1 joek6
西裝,sai1 zong1
西遊記,sai1 jau4 gei3
西部,sai1 bou6
西醫,sai1 ji1
西雅圖,sai1 ngaa5 tou4
西餐,sai1 caan1
要,jiu1
要不,jiu3 bat1
要不是,jiu3 bat1 si6
要不然,jiu3 bat1 jin4
要命,jiu3 meng6
要塞,jiu3 coi3
要好,jiu3 hou2
要害,jiu3 hoi6
要是,jiu3 si6
要求,jiu1 kau4
要素,jiu3 sou3
要緊,jiu3 gan2
要聞,jiu3 man4
要麼,jiu3 mo1
要點,jiu3 dim2
覂,fung2
覃,cam4
覄,fuk1
覅,fiu3
覆,fau6
覆滅,fuk1 mit6
覆蓋,fau6 goi3
覇,baa3
覈,hat6
覉,gei1
覊,gei1
見,gin3
見仁見智,gin3 jan4 gin3 zi3
見到,gin3 dou2
見底,gin3 dai2
見效,gin3 haau6
見狀,gin3 zong6
見習,gin3 zaap6
見聞,gin3 man4
見解,gin3 gaai2
見諒,gin3 loeng6
見證,gin3 zing3
見識,gin3 sik1
見面,gin3 min6
覌,gun1
覍,bin6
覎,jin6
規,kwai1
規則,kwai1 zak1
規劃,kwai1 waak6
規定,kwai1 ding6
規律,kwai1 leot6
規整,kwai1 zing2
規格,kwai1 gaak3
規模,kwai1 mou4
規矩,kwai1 geoi2
規程,kwai1 cing4
規章,kwai1 zoeng1
規範,kwai1 faan6
規避,kwai1 bei6
覐,gok3
覑,pin2
覒,mou6
覓,mik6
覔,mik6
覕,pit3
視,si6
視作,si6 zok3
視力,si6 lik6
視察,si6 caat3
視窗,si6 coeng1
視網膜,si6 mong5 mok2
視線,si6 sin3
視而不見,si6 ji4 bat1 gin3
視聽,si6 ting3
視覺,si6 gok3
視角,si6 gok3
視野,si6 je5
視頻,si6 pan4
視頻會議,si6 pan4 wui6 ji5
覗,zi6
覘,cim1
覙,can2
覚,gok3
覛,mak6
覜,tiu3
覝,lim4
覞,jiu6
覟,zi3
覠,gwan1
覡,hat6
覢,sim2
覣,wai1
覤,gwik1
覥,tin2
覦,jyu4
覧,laam5
覨,ngok6
覩,dou2
親,can1
親人,can1 jan4
親切,can1 cit3
親友,can1 jau5
親口,can1 hau2
親吻,can1 man5
親子,can1 zi2
親密,can1 mat6
親屬,can1 suk6
親情,can1 cing4
親愛,can1 oi3
親戚,can1 cik1
親手,can1 sau2
親暱,can1 nik1
親民,can1 man4
親熱,can1 jit6
親王,can1 wong4
親生,can1 saang1
親眼,can1 ngaan5
親臨,can1 lam4
親自,can1 zi6
親身,can1 san1
親近,can1 gan6
覫,pong2
覬,gei3
覭,mik6
覮,jing4
覯,gau3
覰,ceoi3
覱,zaam3
覲,gan2
観,gun1
覴,dang1
覵,gaan3
覶,lo4
覷,ceoi3
覸,gaan3
覹,mei4
覺,gaau3
覺得,gok3 dak1
覺悟,gok3 ng6
覻,ceoi3
覼,lo4
覽,laam5
覾,sam2
覿,dik6
觀,gun1
觀光,gun1 gwong1
觀察,gun1 caat3
觀念,gun1 nim6
觀感,gun1 gam2
觀摩,gun1 mo1
觀望,gun1 mong6
觀測,gun1 caak1
觀看,gun1 hon3
觀賞,gun1 soeng2
觀音,gun1 jam1
觀點,gun1 dim2
角,gok2
角度,gok3 dou6
角球,gok3 kau4
角膜,gok3 mok2
角色,gok3 sik1
角落,gok3 lok6
角逐,gok3 zuk6
觓,kau4
觔,gan1
觕,cou1
觖,kwai3
觗,zi3
觘,caau3
觙,gap1
觚,gu1
觛,daan3
觜,zeoi2
觝,dai2
觟,haai5
觠,gyun3
觡,gaak3
觢,sai6
解,gaai2
解僱,gaai2 gu3
解凍,gaai2 dung3
解剖,gaai2 fau2
解圍,gaai2 wai4
解密,gaai2 mat6
解放,gaai2 fong3
解放軍,gaai2 fong3 gwan1
解救,gaai2 gau3
解散,gaai2 saan3
解構,gaai2 kau3
解毒,gaai2 duk6
解決,gaai2 kyut3
解碼,gaai2 maa5
解禁,gaai2 gam3
解答,gaai2 daap3
解約,gaai2 joek3
解脫,gaai2 tyut3
解說,gaai2 syut3
解讀,gaai2 duk6
解釋,gaai2 sik1
解鎖,gaai2 so2
解開,gaai2 hoi1
解除,gaai2 ceoi4
解體,gaai2 tai2
觤,gwai2
觥,gwang1
触,zuk1
觧,gaai2
觨,wan6
觩,kau4
觪,sing1
觫,cuk1
觬,ngai4
觭,gei1
觮,luk6
觰,zaa1
觱,bat1
觲,sing1
觳,huk6
觴,soeng1
觵,gwang1
觶,zi1
觷,hok6
觸,cuk1
觸動,zuk1 dung6
觸及,zuk1 kap6
觸感,zuk1 gam2
觸摸,zuk1 mo2
觸摸屏,zuk1 mo2 ping4
觸犯,zuk1 faan6
觸發,zuk1 faat3
觸目驚心,zuk1 muk6 ging1 sam1
觸碰,zuk1 pung3
觸覺,zuk1 gok3
觸電,cuk1 din6
觹,kwai4
觺,ji4
觻,luk6
觼,kyut3
觽,kwai4
觾,jin3
觿,fai1
言,jin4
言歸正傳,jin4 gwai1 zing3 zyun2
言行,jin4 hang4
言語,jin4 jyu5
言論,jin4 leon6
言論自由,jin4 leon6 zi6 jau4
訂,deng3
訂單,deng6 daan1
訂婚,ding6 fan1
訂立,ding3 laap6
訂製,deng6 zai3
訂購,deng6 gau3
訂閱,deng6 jyut6
訃,fu6
訄,kau4
訅,kau4
訆,giu3
訇,gwang1
計,gai2
計劃,gai3 waak6
計數,gai3 sou3
計時,gai3 si4
計畫,gai3 waak6
計算,gai3 syun3
計算機,gai3 syun3 gei1
計較,gai3 gaau3
計量,gai3 loeng6
訉,faan6
訊,seon3
訊息,seon3 sik1
訋,diu3
訌,hung3
訍,caai3
討,tou2
討伐,tou2 fat6
討價還價,tou2 gaa3 waan4 gaa3
討厭,tou2 jim3
討好,tou2 hou2
討論,tou2 leon6
討論區,tou2 leon6 keoi1
訏,heoi1
訐,git3
訑,daan3
訒,jan6
訓,fan3
訓練,fan3 lin6
訔,ngan4
訕,saan3
訖,gat1
託,tok3
託付,tok3 fu6
託福,tok3 fuk1
託管,tok3 gun2
記,gei3
記事,gei3 si6
記住,gei3 zyu6
記得,gei3 dak1
記性,gei3 sing3
記憶,gei3 jik1
記憶力,gei3 jik1 lik6
記憶猶新,gei3 jik1 jau4 san1
記者,gei3 ze2
記者會,gei3 ze2 wui2
記號,gei3 hou6
記賬,gei3 zoeng3
記起,gei3 hei2
記載,gei3 zoi3
記述,gei3 seot6
記錄,gei3 luk6
訙,seon3
訛,ngo4
訜,fan1
訝,ngaa6
訞,jiu1
訟,zung6
訠,can2
訡,jam4
訢,hei1
訣,kyut3
訤,haau4
訥,naap6
訦,sam4
訧,jau4
訨,zi2
訩,hung1
訪,fong2
訪問,fong2 man6
訪客,fong2 haak3
訪談,fong2 taam4
訫,seon3
訬,caau1
設,cit3
設備,cit3 bei6
設定,cit3 ding6
設想,cit3 soeng2
設施,cit3 si1
設有,cit3 jau5
設法,cit3 faat3
設立,cit3 laap6
設置,cit3 zi3
設計,cit3 gai3
設計師,cit3 gai3 si1
訮,ngaan4
訯,saa2
訰,zeon1
許,fu2
許久,heoi2 gau2
許可,heoi2 ho2
許可證,heoi2 ho2 zing3
許多,heoi2 do1
許諾,heoi2 nok6
許願,heoi2 jyun6
訲,jik1
訳,jik6
訴,sou3
訴求,sou3 kau4
訴苦,sou3 fu2
訴訟,sou3 zung6
訴說,sou3 syut3
訵,ci1
訶,ho1
訷,san1
訸,wo4
訹,seot1
診,can2
診所,can2 so2
診斷,can2 dyun3
診治,can2 zi6
診療,can2 liu4
註,zyu3
註冊,zyu3 caak3
註定,zyu3 ding6
註明,zyu3 ming4
註解,zyu3 gaai2
註釋,zyu3 sik1
証,zing3
訽,gau3
訾,ci1
訿,zi2
詀,cip3
詁,gu2
詂,fu6
詃,gyun2
詄,dit6
詅,ling4
詆,dai2
詆毀,dai2 wai2
詆譭,dai2 wai2
詇,joeng3
詈,lei6
詉,naau4
詊,pun3
詋,zau3
詌,gam3
詍,jai6
詎,geoi6
詏,aau2
詐,zaa3
詐騙,zaa3 pin3
詑,ji4
詒,doi6
詓,heoi2
詔,ziu3
評,ping4
評估,ping4 gu2
評價,ping4 gaa3
評分,ping4 fan1
評判,ping4 pun3
評定,ping4 ding6
評審,ping4 sam2
評級,ping4 kap1
評語,ping4 jyu5
評論,ping4 leon6
評論員,ping4 leon6 jyun4
評論家,ping4 leon6 gaa1
評述,ping4 seot6
評選,ping4 syun2
詖,bei1
詗,gwing2
詘,wat1
詙,bat6
詚,daat3
詛,zo2
詛咒,zo3 zau3
詜,tou1
詝,cyu5
詞,ci4
詞典,ci4 din2
詞匯,ci4 wui6
詞庫,ci4 fu3
詞彙,ci4 wui6
詞性,ci4 sing3
詞根,ci4 gan1
詞條,ci4 tiu4
詞組,ci4 zou2
詞語,ci4 jyu5
詠,wing6
詠春,wing6 ceon1
詡,heoi2
詢,seon1
詢問,seon1 man6
詢盤,seon1 pun4
詣,ngai6
詤,fong2
詥,hap6
試,si3
試卷,si3 gyun2
試問,si3 man6
試圖,si3 tou4
試探,si3 taam3
試用,si3 jung6
試用期,si3 jung6 kei4
試行,si3 hang4
試過,si3 gwo3
試錯,si3 coi3
試題,si3 tai4
試驗,si3 jim6
試點,si3 dim2
詧,caat3
詨,gaau1
詩,si1
詩人,si1 jan4
詩句,si1 geoi3
詩意,si1 ji3
詩歌,si1 go1
詩詞,si1 ci4
詪,han2
詫,caa3
詫異,caa3 ji6
詬,gau3
詬病,gau3 beng6
詭,gwai2
詭異,gwai2 ji6
詭計,gwai2 gai3
詮,cyun4
詮釋,cyun4 sik1
詯,fui3
詰,gat1
話,waa2
話劇,waa2 kek6
話語權,waa6 jyu5 kyun4
話說,waa6 syut3
話題,waa6 tai4
該,goi1
該死,goi1 sei2
詳,coeng4
詳情,coeng4 cing4
詳盡,coeng4 zeon6
詳細,coeng4 sai3
詴,wui4
詵,saang2
詶,cau4
詷,dung6
詸,mai4
詹,zim1
詺,ming6
詻,ngaak6
詼,fui1
詼諧,fui1 haai4
詽,ngaan4
詾,hung1
詿,gwaa3
誀,nei6
誁,pin5
誂,diu3
誃,ci2
誄,leoi5
誅,zyu1
誆,gwaang6
誇,kwaa1
誇大,kwaa1 daai6
誇張,kwaa1 zoeng1
誇獎,kwaa1 zoeng2
誈,mou4
誋,gei6
誌,zi3
認,jan6
認出,jing6 ceot1
認可,jing6 ho2
認同,jing6 tung4
認同感,jing6 tung4 gam2
認定,jing6 ding6
認得,jing6 dak1
認準,jing6 zeon2
認真,jing2 zan1
認知,jing6 zi1
認證,jing6 zing3
認識,jing6 sik1
認購,jing6 gau3
認輸,jing6 syu1
認錯,jing6 co3
誎,cuk1
誏,long5
誐,ngo4
誑,gwong2
誒,e6
誓,sai6
誓言,sai6 jin4
誔,ting5
誕,daan3
誕生,daan3 sang1
誕辰,daan3 san4
誖,bui3
誗,cim4
誘,jau5
誘人,jau5 jan4
誘因,jau5 jan1
誘導,jau5 dou6
誘惑,jau5 waak6
誘發,jau5 faat3
誘餌,jau5 nei6
誙,hang1
誚,ciu3
誛,cam1
誜,saa3
誝,am1
語,jyu5
語句,jyu5 geoi3
語境,jyu5 ging2
語感,jyu5 gam2
語文,jyu5 man4
語料,jyu5 liu2
語料庫,jyu5 liu2 fu3
語氣,jyu5 hei3
語法,jyu5 faat3
語義,jyu5 ji6
語言,jyu5 jin4
語言學,jyu5 jin4 hok6
語調,jyu5 diu6
語錄,jyu5 luk2
語音,jyu5 jam1
誟,haau6
誠,sing4
誠信,sing4 seon3
誠實,sing4 sat6
誠心,sing4 sam1
誠意,sing4 ji3
誠懇,sing4 han2
誠然,sing4 jin4
誠聘,sing4 ping3
誠邀,sing4 jiu1
誡,gaai3
誢,jin6
誣,mou4
誤,ng6
誤判,ng6 pun3
誤導,ng6 dou6
誤差,ng6 caa1
誤會,ng6 wui6
誤解,ng6 gaai2
誥,gou3
誦,zung6
誧,bou1
誨,fui3
誩,ging6
說,jyut6
說不定,syut3 bat1 ding6
說教,syut3 gaau3
說明,syut3 ming4
說明書,syut3 ming4 syu1
說服,seoi3 fuk6
說服力,seoi3 fuk6 lik6
